max_cc cc_shift dlnA mstalta length start end center mode
 0.415079 -3264.0  0.164343  0.009504  1035  1643  6816  4229 0
 0.831612 -4.0  0.626125  0.009504   667  1643  4979  3311 0
 0.831589 -4.0  0.624468  0.009504   645  1643  4867  3255 0
 0.789470 -4.0  0.597951  0.009504   780  1643  5541  3592 0
 0.883094 -6.0  0.784434  0.013506   325  1643  3267  2455 0
 0.645739  0.0  1.416637  0.033688    82  1643  2051  1847 0
 0.839681 -5.0  0.630915  0.009504   544  1643  4361  3002 0
 0.791674 -5.0  1.099567  0.033688   116  1643  2221  1932 0
 0.825393 -4.0  0.627805  0.009504   703  1643  5156  3399 0
 0.817861 -4.0  0.627197  0.009504   734  1643  5313  3478 0
 0.446794 -3264.0  0.121716  0.009504   926  1643  6271  3957 0
 0.439769 -3264.0  0.122518  0.009504   950  1643  6395  4019 0
 0.857721 -5.0  0.690483  0.009504   480  1643  4041  2842 0
 0.373696 -3264.0  0.160204  0.009504  1118  1643  7233  4438 0
 0.941064 -8.0  0.508246  0.033688   182  1643  2552  2097 0
 0.868555 -5.0  0.804130  0.009504   369  1643  3489  2566 0
 0.906501 -9.0  0.676456  0.033688   160  1643  2443  2043 0
 0.576576  0.0  1.777856  0.033688    59  1643  1938  1790 0
 0.498770 -1.0  1.673843  0.033688    48  1643  1882  1762 0
 0.839178 -5.0  0.632140  0.009504   572  1643  4503  3073 0
 0.426345 -3264.0  0.153694  0.009504   992  1643  6603  4123 0
 0.806754 -6.0  0.891821  0.033688   137  1643  2330  1986 0
 0.886084 -6.0  0.781509  0.029564   312  1643  3204  2423 0
 0.920918 -6.0  0.754634  0.029564   282  1643  3051  2347 0
 0.504688 -5.0  1.675950  0.033688    48  1643  1884  1763 0
 0.857179 -4.0  0.699142  0.009504   438  1645  3837  2741 0
 0.463789 -3264.0  0.107870  0.009504   903  1645  6160  3902 0
 0.906646 -9.0  0.676247  0.033688   160  1645  2443  2044 0
 0.807177 -6.0  0.891122  0.033688   137  1645  2330  1987 0
 0.505721 -3.0  1.669308  0.033688    48  1645  1884  1764 0
 0.876140 -6.0  0.797092  0.009504   346  1645  3377  2511 0
 0.839179 -5.0  0.632139  0.009504   572  1645  4503  3074 0
 0.461825 -3264.0  0.108651  0.009504   887  1645  6079  3862 0
 0.500586  0.0  1.667127  0.033688    47  1645  1882  1763 0
 0.446791 -3264.0  0.121715  0.009504   925  1645  6271  3958 0
 0.825394 -4.0  0.627805  0.009504   702  1645  5156  3400 0
 0.426342 -3264.0  0.153694  0.009504   992  1645  6603  4124 0
 0.941101 -8.0  0.508199  0.033688   181  1645  2552  2098 0
 0.813242 -4.0  0.621378  0.009504   756  1645  5425  3535 0
 0.973912 -6.0  0.724682  0.033688   252  1645  2905  2275 0
 0.373693 -3264.0  0.160204  0.009504  1118  1645  7233  4439 0
 0.578220  0.0  1.773071  0.033688    59  1645  1938  1791 0
 0.508307 -7.0  0.304218  0.009504   830  1645  5794  3719 0
 0.792400 -5.0  1.098287  0.033688   115  1645  2221  1933 0
 0.868555 -5.0  0.804129  0.009504   369  1645  3489  2567 0
 0.883094 -6.0  0.784434  0.013506   324  1645  3267  2456 0
 0.839681 -5.0  0.630915  0.009504   543  1645  4361  3003 0
 0.789470 -4.0  0.597951  0.009504   779  1645  5541  3593 0
 0.920918 -6.0  0.754633  0.029564   281  1645  3051  2348 0
 0.834412 -4.0  0.622980  0.009504   624  1645  4763  3204 0
 0.415075 -3264.0  0.164342  0.009504  1034  1645  6816  4230 0
 0.626577 -30.0  1.093370  0.033688   101  1645  2148  1896 0
 0.433825 -3264.0  0.143910  0.009504   972  1645  6504  4074 0
 0.399014 -3264.0  0.167051  0.009504  1084  1645  7065  4355 0
 0.647228  0.0  1.413550  0.033688    81  1645  2051  1848 0
 0.831613 -4.0  0.626125  0.009504   667  1645  4979  3312 0
 0.277558 -4740.0  0.030699  0.009504  1171  1645  7499  4572 0
 0.817861 -4.0  0.627197  0.009504   734  1645  5313  3479 0
 0.886084 -6.0  0.781509  0.029564   312  1645  3204  2424 0
 0.439765 -3264.0  0.122518  0.009504   950  1645  6395  4020 0
 0.857722 -5.0  0.690482  0.009504   479  1645  4041  2843 0
 0.831590 -4.0  0.624468  0.009504   644  1645  4867  3256 0
 0.651871  0.0  1.409413  0.033688    78  1663  2051  1857 0
 0.817862 -4.0  0.627196  0.009504   730  1663  5313  3488 0
 0.789471 -4.0  0.597950  0.009504   776  1663  5541  3602 0
 0.586175  0.0  1.769474  0.033688    55  1663  1938  1800 0
 0.839682 -5.0  0.630914  0.009504   540  1663  4361  3012 0
 0.373687 -3264.0  0.160204  0.009504  1114  1663  7233  4448 0
 0.277570 -4740.0  0.030698  0.009504  1167  1663  7499  4581 0
 0.433818 -3264.0  0.143910  0.009504   968  1663  6504  4083 0
 0.825394 -4.0  0.627804  0.009504   699  1663  5156  3409 0
 0.886085 -6.0  0.781508  0.029564   308  1663  3204  2433 0
 0.415069 -3264.0  0.164342  0.009504  1031  1663  6816  4239 0
 0.868556 -5.0  0.804129  0.009504   365  1663  3489  2576 0
 0.508307 -7.0  0.304217  0.009504   826  1663  5794  3728 0
 0.973913 -6.0  0.724681  0.033688   248  1663  2905  2284 0
 0.906954 -9.0  0.675882  0.033688   156  1663  2443  2053 0
 0.513687 -1.0  1.662812  0.033688    44  1663  1884  1773 0
 0.831590 -4.0  0.624467  0.009504   641  1663  4867  3265 0
 0.808143 -6.0  0.889943  0.033688   133  1663  2330  1996 0
 0.876141 -6.0  0.797091  0.009504   343  1663  3377  2520 0
 0.813243 -4.0  0.621377  0.009504   752  1663  5425  3544 0
 0.794223 -5.0  1.096251  0.033688   112  1663  2221  1942 0
 0.839179 -5.0  0.632138  0.009504   568  1663  4503  3083 0
 0.439759 -3264.0  0.122517  0.009504   946  1663  6395  4029 0
 0.941176 -8.0  0.508114  0.033688   178  1663  2552  2107 0
 0.831613 -4.0  0.626124  0.009504   663  1663  4979  3321 0
 0.509487  0.0  1.660528  0.033688    44  1663  1882  1772 0
 0.461818 -3264.0  0.108651  0.009504   883  1663  6079  3871 0
 0.857722 -5.0  0.690482  0.009504   476  1663  4041  2852 0
 0.399008 -3264.0  0.167050  0.009504  1080  1663  7065  4364 0
 0.426335 -3264.0  0.153693  0.009504   988  1663  6603  4133 0
 0.627436 -30.0  1.089369  0.033688    97  1663  2148  1905 0
 0.463782 -3264.0  0.107869  0.009504   899  1663  6160  3911 0
 0.834413 -4.0  0.622979  0.009504   620  1663  4763  3213 0
 0.446784 -3264.0  0.121715  0.009504   922  1663  6271  3967 0
 0.883095 -6.0  0.784433  0.013506   321  1663  3267  2465 0
 0.857180 -4.0  0.699141  0.009504   435  1663  3837  2750 0
 0.920919 -6.0  0.754632  0.029564   278  1663  3051  2357 0
 0.908473 -9.0  0.674360  0.033729   150  1692  2443  2067 0
 0.831594 -4.0  0.624464  0.009504   635  1692  4867  3279 0
 0.813528 -6.0  0.884901  0.033729   128  1692  2330  2011 0
 0.876146 -6.0  0.797087  0.009504   337  1692  3377  2534 0
 0.839685 -5.0  0.630910  0.009504   534  1692  4361  3026 0
 0.594367  0.0  1.619736  0.033729    38  1692  1884  1788 0
 0.277514 -4740.0  0.030696  0.009504  1161  1692  7499  4595 0
 0.433802 -3264.0  0.143907  0.009504   962  1692  6504  4098 0
 0.415053 -3264.0  0.164339  0.009504  1025  1692  6816  4254 0
 0.857183 -4.0  0.699138  0.009504   429  1692  3837  2764 0
 0.839182 -5.0  0.632135  0.009504   562  1692  4503  3097 0
 0.646260  0.0  1.071323  0.033729    91  1692  2148  1920 0
 0.920924 -6.0  0.754628  0.029564   272  1692  3051  2371 0
 0.685343  0.0  1.388407  0.033729    72  1692  2051  1871 0
 0.886089 -6.0  0.781504  0.029564   302  1692  3204  2448 0
 0.508309 -7.0  0.304214  0.009504   820  1692  5794  3743 0
 0.941536 -8.0  0.507769  0.033729   172  1692  2552  2122 0
 0.789474 -4.0  0.597947  0.009504   770  1692  5541  3616 0
 0.817865 -4.0  0.627193  0.009504   724  1692  5313  3502 0
 0.398992 -3264.0  0.167048  0.009504  1075  1692  7065  4378 0
 0.651155  0.0  1.741265  0.033729    49  1692  1938  1815 0
 0.813246 -4.0  0.621374  0.009504   747  1692  5425  3558 0
 0.825398 -4.0  0.627801  0.009504   693  1692  5156  3424 0
 0.834417 -4.0  0.622976  0.009504   614  1692  4763  3227 0
 0.373672 -3264.0  0.160201  0.009504  1108  1692  7233  4462 0
 0.426320 -3264.0  0.153691  0.009504   982  1692  6603  4147 0
 0.857726 -5.0  0.690478  0.009504   470  1692  4041  2866 0
 0.590766  0.0  1.616867  0.033729    38  1692  1882  1787 0
 0.883100 -6.0  0.784429  0.013506   315  1692  3267  2479 0
 0.831617 -4.0  0.626121  0.009504   657  1692  4979  3335 0
 0.446767 -3264.0  0.121712  0.009504   916  1692  6271  3981 0
 0.805427 -4.0  1.087170  0.033729   106  1692  2221  1956 0
 0.461801 -3264.0  0.108648  0.009504   877  1692  6079  3885 0
 0.439742 -3264.0  0.122515  0.009504   941  1692  6395  4043 0
 0.868561 -5.0  0.804125  0.009504   359  1692  3489  2590 0
 0.973918 -6.0  0.724676  0.033729   243  1692  2905  2298 0
 0.463765 -3264.0  0.107866  0.009504   894  1692  6160  3926 0
 0.805357 -4.0  1.087088  0.079932   105  1694  2221  1957 0
 0.834417 -4.0  0.622976  0.009504   614  1694  4763  3228 0
 0.277514 -4740.0  0.030696  0.009504  1161  1694  7499  4596 0
 0.685247  0.0  1.388259  0.079932    71  1694  2051  1872 0
 0.398991 -3264.0  0.167048  0.009504  1074  1694  7065  4379 0
 0.839183 -5.0  0.632135  0.009504   562  1694  4503  3098 0
 0.415052 -3264.0  0.164339  0.009504  1024  1694  6816  4255 0
 0.817865 -4.0  0.627193  0.009504   724  1694  5313  3503 0
 0.461800 -3264.0  0.108648  0.009504   877  1694  6079  3886 0
 0.650859  0.0  1.741242  0.102119    49  1694  1938  1816 0
 0.593932  0.0  1.619569  0.102119    38  1694  1884  1789 0
 0.463764 -3264.0  0.107866  0.009504   893  1694  6160  3927 0
 0.973918 -6.0  0.724676  0.079932   242  1694  2905  2299 0
 0.825398 -4.0  0.627801  0.009504   692  1694  5156  3425 0
 0.813490 -6.0  0.884851  0.079932   127  1694  2330  2012 0
 0.646221  0.0  1.071156  0.079932    91  1694  2148  1921 0
 0.908464 -9.0  0.674344  0.079932   150  1694  2443  2068 0
 0.446766 -3264.0  0.121712  0.009504   915  1694  6271  3982 0
 0.508309 -7.0  0.304214  0.009504   820  1694  5794  3744 0
 0.831617 -4.0  0.626121  0.009504   657  1694  4979  3336 0
 0.876146 -6.0  0.797087  0.009504   337  1694  3377  2535 0
 0.883100 -6.0  0.784429  0.013506   315  1694  3267  2480 0
 0.789474 -4.0  0.597947  0.009504   769  1694  5541  3617 0
 0.433801 -3264.0  0.143907  0.009504   962  1694  6504  4099 0
 0.813246 -4.0  0.621374  0.009504   746  1694  5425  3559 0
 0.868561 -5.0  0.804125  0.009504   359  1694  3489  2591 0
 0.886090 -6.0  0.781503  0.029564   302  1694  3204  2449 0
 0.439741 -3264.0  0.122515  0.009504   940  1694  6395  4044 0
 0.857183 -4.0  0.699138  0.009504   429  1694  3837  2765 0
 0.373671 -3264.0  0.160201  0.009504  1108  1694  7233  4463 0
 0.920924 -6.0  0.754628  0.029564   271  1694  3051  2372 0
 0.941535 -8.0  0.507765  0.079932   172  1694  2552  2123 0
 0.839686 -5.0  0.630910  0.009504   533  1694  4361  3027 0
 0.831594 -4.0  0.624464  0.009504   635  1694  4867  3280 0
 0.426319 -3264.0  0.153691  0.009504   982  1694  6603  4148 0
 0.857726 -5.0  0.690478  0.009504   469  1694  4041  2867 0
 0.590323  0.0  1.616695  1.000000    38  1694  1882  1788 0
 0.983161  0.0  2.207617  0.102142    11  1882  1938  1910 0
 0.857741 -5.0  0.690454  0.009504   432  1882  4041  2961 0
 0.839700 -5.0  0.630886  0.009504   496  1882  4361  3121 0
 0.973945 -6.0  0.724642  0.079932   205  1882  2905  2393 0
 0.748551  0.0  1.271849  0.079932    34  1882  2051  1966 0
 0.433922 -3264.0  0.143889  0.009504   924  1882  6504  4193 0
 0.399106 -3264.0  0.167031  0.009504  1037  1882  7065  4473 0
 0.508315 -7.0  0.304190  0.009504   782  1882  5794  3838 0
 0.825411 -4.0  0.627777  0.009504   655  1882  5156  3519 0
 0.834773 -6.0  0.848414  0.079932    90  1882  2330  2106 0
 0.415169 -3264.0  0.164322  0.009504   987  1882  6816  4349 0
 0.463894 -3264.0  0.107846  0.009504   856  1882  6160  4021 0
 0.920947 -6.0  0.754597  0.029564   234  1882  3051  2466 0
 0.868578 -5.0  0.804097  0.009504   321  1882  3489  2685 0
 0.883119 -6.0  0.784400  0.013506   277  1882  3267  2574 0
 0.789487 -4.0  0.597923  0.009504   732  1882  5541  3711 0
 0.277446 -4740.0  0.030682  0.009504  1123  1882  7499  4690 0
 0.373782 -3264.0  0.160184  0.009504  1070  1882  7233  4557 0
 0.857199 -4.0  0.699113  0.009504   391  1882  3837  2859 0
 0.886109 -6.0  0.781474  0.029564   264  1882  3204  2543 0
 0.738055 -37.0  0.927979  0.079932    53  1882  2148  2015 0
 0.916565 -9.0  0.662948  0.079932   112  1882  2443  2162 0
 0.439866 -3264.0  0.122495  0.009504   903  1882  6395  4138 0
 0.831608 -4.0  0.624440  0.009504   597  1882  4867  3374 0
 0.426438 -3264.0  0.153673  0.009504   944  1882  6603  4242 0
 0.813259 -4.0  0.621350  0.009504   709  1882  5425  3653 0
 0.876164 -6.0  0.797059  0.009504   299  1882  3377  2629 0
 0.817878 -4.0  0.627170  0.009504   686  1882  5313  3597 0
 0.461930 -3264.0  0.108627  0.009504   839  1882  6079  3980 0
 0.943514 -8.0  0.505104  0.079932   134  1882  2552  2217 0
 0.831631 -4.0  0.626097  0.009504   619  1882  4979  3430 0
 0.839197 -5.0  0.632111  0.009504   524  1882  4503  3192 0
 0.446892 -3264.0  0.121692  0.009504   878  1882  6271  4076 0
 0.834431 -4.0  0.622952  0.009504   576  1882  4763  3322 0
 0.843398 -4.0  1.025915  0.079932    68  1882  2221  2051 0
 0.999805  0.0  1.903423  1.000000     0  1882  1884  1883 1
 0.446893 -3264.0  0.121692  0.009504   877  1884  6271  4077 0
 0.373783 -3264.0  0.160184  0.009504  1070  1884  7233  4558 0
 0.277448 -4740.0  0.030681  0.009504  1123  1884  7499  4691 0
 0.789487 -4.0  0.597923  0.009504   731  1884  5541  3712 0
 0.813260 -4.0  0.621350  0.009504   708  1884  5425  3654 0
 0.883119 -6.0  0.784399  0.013506   277  1884  3267  2575 0
 0.876164 -6.0  0.797059  0.009504   299  1884  3377  2630 0
 0.415170 -3264.0  0.164321  0.009504   986  1884  6816  4350 0
 0.831608 -4.0  0.624439  0.009504   597  1884  4867  3375 0
 0.825411 -4.0  0.627777  0.009504   654  1884  5156  3520 0
 0.920947 -6.0  0.754596  0.029564   233  1884  3051  2467 0
 0.916750 -9.0  0.662762  0.079932   112  1884  2443  2163 0
 0.943554 -8.0  0.505062  0.079932   134  1884  2552  2218 0
 0.463894 -3264.0  0.107845  0.009504   855  1884  6160  4022 0
 0.973946 -6.0  0.724642  0.079932   204  1884  2905  2394 0
 0.831631 -4.0  0.626097  0.009504   619  1884  4979  3431 0
 0.835240 -6.0  0.847768  0.079932    89  1884  2330  2107 0
 0.439866 -3264.0  0.122495  0.009504   902  1884  6395  4139 0
 0.839701 -5.0  0.630886  0.009504   495  1884  4361  3122 0
 0.868579 -5.0  0.804097  0.009504   321  1884  3489  2686 0
 0.857742 -5.0  0.690453  0.009504   431  1884  4041  2962 0
 0.508315 -7.0  0.304189  0.009504   782  1884  5794  3839 0
 0.426439 -3264.0  0.153672  0.009504   944  1884  6603  4243 0
 0.743809 -36.0  0.924767  0.079932    53  1884  2148  2016 0
 0.844098 -4.0  1.024684  0.079932    67  1884  2221  2052 0
 0.433923 -3264.0  0.143888  0.009504   924  1884  6504  4194 0
 0.747961  0.0  1.267997  0.079932    33  1884  2051  1967 0
 0.839197 -5.0  0.632111  0.009504   524  1884  4503  3193 0
 0.857199 -4.0  0.699113  0.009504   391  1884  3837  2860 0
 0.817879 -4.0  0.627169  0.009504   686  1884  5313  3598 0
 0.984731  0.0  2.222134  1.000000    11  1884  1938  1911 1
 0.399107 -3264.0  0.167030  0.009504  1036  1884  7065  4474 0
 0.886109 -6.0  0.781474  0.029564   264  1884  3204  2544 0
 0.834431 -4.0  0.622951  0.009504   576  1884  4763  3323 0
 0.461931 -3264.0  0.108627  0.009504   839  1884  6079  3981 0
 0.825417 -4.0  0.627765  0.009504   644  1938  5156  3547 0
 0.876171 -6.0  0.797044  0.009504   288  1938  3377  2657 0
 0.434013 -3264.0  0.143880  0.009504   913  1938  6504  4221 0
 0.446987 -3264.0  0.121683  0.009504   867  1938  6271  4104 0
 0.839707 -5.0  0.630873  0.009504   485  1938  4361  3149 0
 0.868585 -5.0  0.804083  0.009504   310  1938  3489  2713 0
 0.415257 -3264.0  0.164313  0.009504   976  1938  6816  4377 0
 0.839203 -5.0  0.632098  0.009504   513  1938  4503  3220 0
 0.944385 -8.0  0.503755  0.138379   123  1938  2552  2245 0
 0.277305 -4740.0  0.030675  0.009504  1112  1938  7499  4718 0
 0.780456  0.0  1.094471  1.000000    23  1938  2051  1994 0
 0.883127 -6.0  0.784384  0.013506   266  1938  3267  2602 0
 0.834437 -4.0  0.622939  0.009504   565  1938  4763  3350 0
 0.817884 -4.0  0.627157  0.009504   675  1938  5313  3625 0
 0.462028 -3264.0  0.108617  0.009504   828  1938  6079  4008 0
 0.724402  0.0  0.804623  0.138379    42  1938  2148  2043 0
 0.463991 -3264.0  0.107836  0.009504   844  1938  6160  4049 0
 0.373867 -3264.0  0.160176  0.009504  1059  1938  7233  4585 0
 0.860515 -4.0  0.981552  0.138379    57  1938  2221  2079 0
 0.399193 -3264.0  0.167022  0.009504  1025  1938  7065  4501 0
 0.920956 -6.0  0.754580  0.029564   223  1938  3051  2494 0
 0.439959 -3264.0  0.122486  0.009504   891  1938  6395  4166 0
 0.973956 -6.0  0.724624  0.138379   193  1938  2905  2421 0
 0.857205 -4.0  0.699100  0.009504   380  1938  3837  2887 0
 0.831637 -4.0  0.626085  0.009504   608  1938  4979  3458 0
 0.844300 -6.0  0.826479  0.138379    78  1938  2330  2134 0
 0.857748 -5.0  0.690441  0.009504   421  1938  4041  2989 0
 0.508318 -7.0  0.304178  0.009504   771  1938  5794  3866 0
 0.813265 -4.0  0.621338  0.009504   697  1938  5425  3681 0
 0.426528 -3264.0  0.153664  0.009504   933  1938  6603  4270 0
 0.831614 -4.0  0.624428  0.009504   586  1938  4867  3402 0
 0.789492 -4.0  0.597911  0.009504   721  1938  5541  3739 0
 0.920045 -9.0  0.656868  0.138379   101  1938  2443  2190 0
 0.886117 -6.0  0.781459  0.029564   253  1938  3204  2571 0
 0.277506 -4740.0  0.030662  0.009504  1090  2051  7499  4775 0
 0.857753 -5.0  0.690426  0.009504   398  2051  4041  3046 0
 0.813269 -4.0  0.621323  0.009504   675  2051  5425  3738 0
 0.789495 -4.0  0.597896  0.009504   698  2051  5541  3796 0
 0.831618 -4.0  0.624412  0.009504   563  2051  4867  3459 0
 0.415255 -3264.0  0.164299  0.009504   953  2051  6816  4433 0
 0.721082  0.0  0.565452  1.000000    19  2051  2148  2099 0
 0.439957 -3264.0  0.122470  0.009504   869  2051  6395  4223 0
 0.399190 -3264.0  0.167008  0.009504  1003  2051  7065  4558 0
 0.834441 -4.0  0.622924  0.009504   542  2051  4763  3407 0
 0.446985 -3264.0  0.121667  0.009504   844  2051  6271  4161 0
 0.857211 -4.0  0.699085  0.009504   357  2051  3837  2944 0
 0.373863 -3264.0  0.160162  0.009504  1036  2051  7233  4642 0
 0.508315 -7.0  0.304159  0.009504   749  2051  5794  3922 0
 0.825421 -4.0  0.627750  0.009504   621  2051  5156  3603 0
 0.878790 -4.0  0.959003  0.157515    34  2051  2221  2136 0
 0.876178 -6.0  0.797030  0.009504   265  2051  3377  2714 0
 0.886124 -6.0  0.781444  0.029564   231  2051  3204  2627 0
 0.426526 -3264.0  0.153649  0.009504   910  2051  6603  4327 0
 0.868591 -5.0  0.804069  0.009504   288  2051  3489  2770 0
 0.817888 -4.0  0.627143  0.009504   652  2051  5313  3682 0
 0.920965 -6.0  0.754564  0.029564   200  2051  3051  2551 0
 0.462027 -3264.0  0.108600  0.009504   806  2051  6079  4065 0
 0.463989 -3264.0  0.107819  0.009504   822  2051  6160  4105 0
 0.973970 -6.0  0.724606  0.149961   171  2051  2905  2478 0
 0.831641 -4.0  0.626070  0.009504   586  2051  4979  3515 0
 0.883133 -6.0  0.784370  0.013506   243  2051  3267  2659 0
 0.945371 -8.0  0.501884  0.149961   100  2051  2552  2301 0
 0.923688 -9.0  0.649586  0.149961    78  2051  2443  2247 0
 0.839208 -5.0  0.632083  0.009504   490  2051  4503  3277 0
 0.851414 -6.0  0.806180  0.149961    56  2051  2330  2190 0
 0.839711 -5.0  0.630858  0.009504   462  2051  4361  3206 0
 0.434011 -3264.0  0.143864  0.009504   891  2051  6504  4277 0
 0.973984 -6.0  0.724615  0.149961   151  2148  2905  2526 0
 0.461931 -3264.0  0.108592  0.009504   786  2148  6079  4113 0
 0.857758 -5.0  0.690432  0.009504   379  2148  4041  3094 0
 0.927386 -9.0  0.651374  0.149961    59  2148  2443  2295 0
 0.831645 -4.0  0.626072  0.009504   566  2148  4979  3563 0
 0.426437 -3264.0  0.153642  0.009504   891  2148  6603  4375 0
 0.446892 -3264.0  0.121659  0.009504   825  2148  6271  4209 0
 0.789497 -4.0  0.597897  0.009504   679  2148  5541  3844 0
 0.946112 -8.0  0.501684  0.149961    81  2148  2552  2350 0
 0.965883 -3.0  1.104131  1.000000    15  2148  2221  2184 1
 0.839212 -5.0  0.632086  0.009504   471  2148  4503  3325 0
 0.399103 -3264.0  0.167002  0.009504   983  2148  7065  4606 0
 0.373779 -3264.0  0.160156  0.009504  1017  2148  7233  4690 0
 0.834445 -4.0  0.622926  0.009504   523  2148  4763  3455 0
 0.920977 -6.0  0.754575  0.029564   181  2148  3051  2599 0
 0.825425 -4.0  0.627753  0.009504   602  2148  5156  3652 0
 0.277515 -4740.0  0.030656  0.009504  1070  2148  7499  4823 0
 0.433921 -3264.0  0.143858  0.009504   871  2148  6504  4326 0
 0.839715 -5.0  0.630861  0.009504   443  2148  4361  3254 0
 0.876187 -6.0  0.797043  0.009504   246  2148  3377  2762 0
 0.439865 -3264.0  0.122462  0.009504   849  2148  6395  4271 0
 0.415167 -3264.0  0.164292  0.009504   934  2148  6816  4482 0
 0.883143 -6.0  0.784382  0.013506   224  2148  3267  2707 0
 0.463895 -3264.0  0.107811  0.009504   802  2148  6160  4154 0
 0.817891 -4.0  0.627145  0.009504   633  2148  5313  3730 0
 0.886133 -6.0  0.781456  0.029564   211  2148  3204  2676 0
 0.508310 -7.0  0.304153  0.009504   729  2148  5794  3971 0
 0.857216 -4.0  0.699091  0.009504   338  2148  3837  2992 0
 0.813272 -4.0  0.621326  0.009504   655  2148  5425  3786 0
 0.868600 -5.0  0.804083  0.009504   268  2148  3489  2818 0
 0.831622 -4.0  0.624415  0.009504   544  2148  4867  3507 0
 0.865835 -6.0  0.831136  0.149961    36  2148  2330  2239 0
 0.857751 -5.0  0.690382  0.009504   364  2221  4041  3131 0
 0.789488 -4.0  0.597845  0.009504   664  2221  5541  3881 0
 0.839206 -5.0  0.632034  0.009504   456  2221  4503  3362 0
 0.508287 -7.0  0.304090  0.009504   715  2221  5794  4007 0
 0.973992 -6.0  0.724549  0.153562   137  2221  2905  2563 0
 0.426544 -3264.0  0.153593  0.009504   876  2221  6603  4412 0
 0.817884 -4.0  0.627094  0.009504   618  2221  5313  3767 0
 0.928580 -9.0  0.623676  0.153562    44  2221  2443  2332 0
 0.434031 -3264.0  0.143806  0.009504   857  2221  6504  4362 0
 0.947309 -8.0  0.495176  0.153562    66  2221  2552  2386 0
 0.825418 -4.0  0.627702  0.009504   587  2221  5156  3688 0
 0.277364 -4740.0  0.030615  0.009504  1056  2221  7499  4860 0
 0.839709 -5.0  0.630808  0.009504   428  2221  4361  3291 0
 0.876174 -6.0  0.796995  0.009504   231  2221  3377  2799 0
 0.857209 -4.0  0.699041  0.009504   323  2221  3837  3029 0
 0.831639 -4.0  0.626021  0.009504   552  2221  4979  3600 0
 0.439978 -3264.0  0.122408  0.009504   835  2221  6395  4308 0
 0.834439 -4.0  0.622874  0.009504   508  2221  4763  3492 0
 0.415271 -3264.0  0.164244  0.009504   919  2221  6816  4518 0
 0.813264 -4.0  0.621274  0.009504   641  2221  5425  3823 0
 0.886123 -6.0  0.781405  0.029564   197  2221  3204  2712 0
 0.883132 -6.0  0.784331  0.013506   209  2221  3267  2744 0
 0.447007 -3264.0  0.121604  0.009504   810  2221  6271  4246 0
 0.831834 -5.0  0.719645  1.000000    22  2221  2330  2275 0
 0.868586 -5.0  0.804036  0.009504   254  2221  3489  2855 0
 0.831616 -4.0  0.624363  0.009504   529  2221  4867  3544 0
 0.464014 -3264.0  0.107754  0.009504   788  2221  6160  4190 0
 0.920973 -6.0  0.754517  0.029564   166  2221  3051  2636 0
 0.462051 -3264.0  0.108535  0.009504   772  2221  6079  4150 0
 0.399205 -3264.0  0.166955  0.009504   969  2221  7065  4643 0
 0.373876 -3264.0  0.160109  0.009504  1002  2221  7233  4727 0
 0.868576 -5.0  0.804072  0.009504   232  2330  3489  2909 0
 0.839694 -5.0  0.630788  0.009504   406  2330  4361  3345 0
 0.461607 -3264.0  0.108458  0.009504   750  2330  6079  4204 0
 0.825404 -4.0  0.627681  0.009504   565  2330  5156  3743 0
 0.817868 -4.0  0.627074  0.009504   597  2330  5313  3821 0
 0.925224 -8.0  0.609381  1.000000    23  2330  2443  2386 0
 0.857201 -4.0  0.699038  0.009504   301  2330  3837  3083 0
 0.463573 -3264.0  0.107678  0.009504   766  2330  6160  4245 0
 0.974017 -6.0  0.724556  0.219722   115  2330  2905  2617 0
 0.433610 -3264.0  0.143739  0.009504   835  2330  6504  4417 0
 0.277461 -4740.0  0.030558  0.009504  1034  2330  7499  4914 0
 0.813247 -4.0  0.621253  0.009504   619  2330  5425  3877 0
 0.834428 -4.0  0.622852  0.009504   487  2330  4763  3546 0
 0.839191 -5.0  0.632014  0.009504   435  2330  4503  3416 0
 0.414861 -3264.0  0.164182  0.009504   897  2330  6816  4573 0
 0.508221 -7.0  0.304017  0.009504   693  2330  5794  4062 0
 0.446574 -3264.0  0.121532  0.009504   788  2330  6271  4300 0
 0.398799 -3264.0  0.166893  0.009504   947  2330  7065  4697 0
 0.789467 -4.0  0.597818  0.009504   642  2330  5541  3935 0
 0.831603 -4.0  0.624342  0.009504   507  2330  4867  3598 0
 0.426127 -3264.0  0.153528  0.009504   855  2330  6603  4466 0
 0.883120 -6.0  0.784361  0.013506   187  2330  3267  2798 0
 0.920976 -6.0  0.754535  0.029564   144  2330  3051  2690 0
 0.876161 -6.0  0.797029  0.009504   209  2330  3377  2853 0
 0.373477 -3264.0  0.160049  0.009504   981  2330  7233  4781 0
 0.948004 -8.0  0.489674  0.219722    44  2330  2552  2441 0
 0.831626 -4.0  0.626000  0.009504   530  2330  4979  3654 0
 0.439549 -3264.0  0.122336  0.009504   813  2330  6395  4362 0
 0.886113 -6.0  0.781433  0.029564   175  2330  3204  2767 0
 0.857739 -5.0  0.690377  0.009504   342  2330  4041  3185 0
 0.839581 -4.0  0.630836  0.009504   384  2443  4361  3402 0
 0.507766 -7.0  0.303710  0.009504   670  2443  5794  4118 0
 0.813120 -4.0  0.621284  0.009504   596  2443  5425  3934 0
